geo_id,pop,date,case_count,hosp_count,death_count,pcr_test_count,pcr_test_pos_count,pcr_test_pos_percent
King,2260800,12/08/2021,344,9,1,12634,326,2.5803
King,2260800,12/09/2021,295,6,1,12528,274,2.1871
King,2260800,12/10/2021,348,7,1,11272,322,2.8566
King,2260800,12/11/2021,287,5,0,8380,282,3.3652
King,2260800,12/12/2021,136,8,1,3884,128,3.2956
King,2260800,12/13/2021,623,9,4,15382,600,3.9007
King,2260800,12/14/2021,708,12,3,14514,671,4.6231
King,2260800,12/15/2021,900,11,0,15871,838,5.2801
King,2260800,12/16/2021,917,10,1,17109,846,4.9448
King,2260800,12/17/2021,1073,9,0,17314,1002,5.7872
King,2260800,12/18/2021,977,13,0,14064,922,6.5557
King,2260800,12/19/2021,537,14,1,6044,463,7.6605
King,2260800,12/20/2021,2295,11,3,23926,2221,9.2828
King,2260800,12/21/2021,2596,21,4,24291,2501,10.296
King,2260800,12/22/2021,2929,22,3,24388,2774,11.3744
King,2260800,12/23/2021,3117,18,3,25175,2967,11.7855
King,2260800,12/24/2021,2379,23,0,15830,2330,14.7189
King,2260800,12/25/2021,379,18,4,1489,353,23.7072
King,2260800,12/26/2021,586,19,2,3061,518,16.9226
King,2260800,12/27/2021,2171,24,3,9982,2015,20.1863
King,2260800,12/28/2021,3931,27,0,13284,3506,26.3927
King,2260800,12/29/2021,5661,32,4,18032,5149,28.5548
King,2260800,12/30/2021,3573,35,5,13487,3310,24.5422
King,2260800,12/31/2021,3610,36,4,12317,3381,27.4499
King,2260800,01/01/2022,1305,38,5,3821,1119,29.2855
King,2260800,01/02/2022,1884,39,4,6873,1682,24.4726
King,2260800,01/03/2022,7695,54,6,26882,7026,26.1364
King,2260800,01/04/2022,9086,62,2,26675,8280,31.0403
King,2260800,01/05/2022,8500,59,6,25217,7713,30.5865
King,2260800,01/06/2022,8081,67,9,24955,7255,29.0723
King,2260800,01/07/2022,7403,64,11,23234,6746,29.035
King,2260800,01/08/2022,4957,47,10,16111,4664,28.9492
King,2260800,01/09/2022,2236,63,9,6511,2006,30.8094
King,2260800,01/10/2022,7950,67,8,25805,7300,28.2891
King,2260800,01/11/2022,7003,74,9,23887,6345,26.5626
King,2260800,01/12/2022,6466,62,16,22934,5900,25.726
King,2260800,01/13/2022,6331,53,7,22727,5726,25.1947
King,2260800,01/14/2022,5791,55,8,19526,5216,26.7131
King,2260800,01/15/2022,3786,40,12,13575,3529,25.9963
King,2260800,01/16/2022,1227,56,7,4174,1045,25.0359
King,2260800,01/17/2022,4707,58,8,17305,4398,25.4146
King,2260800,01/18/2022,5810,57,10,21077,5293,25.1127
King,2260800,01/19/2022,4750,48,4,18157,4282,23.5832
King,2260800,01/20/2022,4859,57,7,19201,4343,22.6186
King,2260800,01/21/2022,3902,49,4,15315,3579,23.3692
King,2260800,01/22/2022,2654,33,12,10689,2474,23.1453
King,2260800,01/23/2022,1072,29,13,4282,875,20.4344
King,2260800,01/24/2022,3770,41,8,17421,3457,19.8439
King,2260800,01/25/2022,3196,44,9,15452,2917,18.8778
King,2260800,01/26/2022,2732,34,7,14247,2531,17.7651
King,2260800,01/27/2022,2429,38,10,13512,2201,16.2892
King,2260800,01/28/2022,2015,47,10,11489,1847,16.0762
King,2260800,01/29/2022,1322,35,8,7519,1226,16.3054
King,2260800,01/30/2022,600,24,10,3381,508,15.0251
King,2260800,01/31/2022,2448,38,8,14587,2234,15.315
King,2260800,02/01/2022,1788,26,10,11769,1609,13.6715
King,2260800,02/02/2022,1435,27,10,11411,1331,11.6642
King,2260800,02/03/2022,1350,20,10,10437,1233,11.8137
King,2260800,02/04/2022,1230,28,5,9093,1127,12.3941
King,2260800,02/05/2022,934,15,14,6279,878,13.9831
King,2260800,02/06/2022,413,16,10,2964,350,11.8084
King,2260800,02/07/2022,1471,33,6,11898,1353,11.3717
King,2260800,02/08/2022,979,11,12,9283,877,9.4474
King,2260800,02/09/2022,932,10,6,9756,858,8.7946
King,2260800,02/10/2022,820,13,5,8732,742,8.4975
King,2260800,02/11/2022,678,14,6,7116,617,8.6706
King,2260800,02/12/2022,527,13,4,5215,503,9.6453
King,2260800,02/13/2022,214,7,7,2611,181,6.9322
King,2260800,02/14/2022,770,20,6,9314,715,7.6766
King,2260800,02/15/2022,598,12,6,8912,557,6.25
King,2260800,02/16/2022,526,8,4,10351,475,4.5889
King,2260800,02/17/2022,519,11,8,9625,475,4.9351
King,2260800,02/18/2022,399,13,12,7430,382,5.1413
King,2260800,02/19/2022,318,7,6,5373,306,5.6951
King,2260800,02/20/2022,167,11,2,2523,142,5.6282
King,2260800,02/21/2022,370,10,3,5700,331,5.807
King,2260800,02/22/2022,363,12,5,7781,334,4.2925
King,2260800,02/23/2022,347,12,6,7115,332,4.6662
King,2260800,02/24/2022,307,7,5,6321,285,4.5088
King,2260800,02/25/2022,318,11,3,5782,307,5.3096
King,2260800,02/26/2022,242,10,7,4227,233,5.5122
King,2260800,02/27/2022,114,8,6,2238,100,4.4683
King,2260800,02/28/2022,379,7,2,7868,354,4.4992
King,2260800,03/01/2022,327,9,6,6957,305,4.3841
King,2260800,03/02/2022,301,2,5,6320,287,4.5411
King,2260800,03/03/2022,244,5,1,6136,228,3.7158
King,2260800,03/04/2022,225,6,3,5114,215,4.2041
King,2260800,03/05/2022,182,8,4,3485,173,4.9641
King,2260800,03/06/2022,75,4,3,1951,72,3.6904
King,2260800,03/07/2022,251,3,3,6470,243,3.7558
King,2260800,03/08/2022,207,3,5,6161,194,3.1488
King,2260800,03/09/2022,251,7,4,6004,239,3.9807
King,2260800,03/10/2022,172,6,1,5586,164,2.9359
King,2260800,03/11/2022,146,4,6,4549,143,3.1435
King,2260800,03/12/2022,121,3,3,3363,115,3.4196
King,2260800,03/13/2022,65,7,1,1887,54,2.8617
King,2260800,03/14/2022,239,1,4,6195,229,3.6965
King,2260800,03/15/2022,208,3,4,6450,199,3.0853
King,2260800,03/16/2022,204,2,3,6048,191,3.1581
King,2260800,03/17/2022,211,5,3,5705,197,3.4531
King,2260800,03/18/2022,183,6,2,4871,169,3.4695
King,2260800,03/19/2022,130,5,3,3573,125,3.4985
King,2260800,03/20/2022,86,6,4,2067,79,3.822
King,2260800,03/21/2022,294,3,2,6605,273,4.1332
King,2260800,03/22/2022,287,5,3,6009,267,4.4433
King,2260800,03/23/2022,317,3,2,5906,299,5.0626
King,2260800,03/24/2022,263,2,4,5703,250,4.3837
King,2260800,03/25/2022,288,1,1,4776,267,5.5905
King,2260800,03/26/2022,244,2,1,3507,235,6.7009
King,2260800,03/27/2022,152,6,1,2140,141,6.5888
King,2260800,03/28/2022,448,6,0,6820,432,6.3343
King,2260800,03/29/2022,373,3,0,5908,362,6.1273
King,2260800,03/30/2022,451,3,0,5576,419,7.5143
King,2260800,03/31/2022,425,6,2,5795,400,6.9025
King,2260800,04/01/2022,391,8,0,4703,370,7.8673
King,2260800,04/02/2022,309,8,0,3350,300,8.9552
King,2260800,04/03/2022,184,3,0,1942,168,8.6509
King,2260800,04/04/2022,612,8,3,6896,588,8.5267
King,2260800,04/05/2022,585,5,4,6214,547,8.8027
King,2260800,04/06/2022,672,5,2,6013,644,10.7101
King,2260800,04/07/2022,584,7,0,5914,551,9.3169
King,2260800,04/08/2022,552,5,1,5160,526,10.1938
King,2260800,04/09/2022,409,2,3,3604,390,10.8213
King,2260800,04/10/2022,242,2,2,2194,221,10.0729
King,2260800,04/11/2022,742,7,0,6338,705,11.1234
King,2260800,04/12/2022,714,4,0,6054,689,11.3809
King,2260800,04/13/2022,701,4,0,5629,671,11.9204
King,2260800,04/14/2022,712,9,1,5919,676,11.4208
King,2260800,04/15/2022,613,8,0,5169,580,11.2207
King,2260800,04/16/2022,565,8,2,4059,534,13.1559
King,2260800,04/17/2022,292,6,2,2158,272,12.6043
King,2260800,04/18/2022,992,19,0,8404,924,10.9948
King,2260800,04/19/2022,900,9,1,6300,843,13.381
King,2260800,04/20/2022,946,8,0,6360,888,13.9623
King,2260800,04/21/2022,828,6,2,6352,766,12.0592
King,2260800,04/22/2022,818,14,3,5531,773,13.9758
King,2260800,04/23/2022,604,12,0,3897,578,14.8319
King,2260800,04/24/2022,481,10,2,2799,445,15.8985
King,2260800,04/25/2022,1151,9,2,7469,1071,14.3393
King,2260800,04/26/2022,1058,13,0,6911,977,14.1369
King,2260800,04/27/2022,1124,11,2,7174,1060,14.7756
King,2260800,04/28/2022,993,11,1,6856,931,13.5793
King,2260800,04/29/2022,954,13,5,6225,863,13.8635
King,2260800,04/30/2022,737,10,4,4275,698,16.3275
King,2260800,05/01/2022,546,14,2,2934,507,17.2802
King,2260800,05/02/2022,1386,12,3,8617,1257,14.5874
King,2260800,05/03/2022,1227,10,4,7956,1145,14.3917
King,2260800,05/04/2022,1351,8,0,7761,1248,16.0804
King,2260800,05/05/2022,1156,13,3,7703,1050,13.6311
King,2260800,05/06/2022,872,8,4,5995,808,13.4779
King,2260800,05/07/2022,949,12,2,5225,908,17.378
King,2260800,05/08/2022,601,8,3,3252,558,17.1587
King,2260800,05/09/2022,1620,19,2,9385,1521,16.2067
King,2260800,05/10/2022,1411,13,4,8580,1325,15.4429
King,2260800,05/11/2022,1411,17,0,8239,1338,16.2398
King,2260800,05/12/2022,1253,22,2,7977,1171,14.6797
King,2260800,05/13/2022,1237,16,4,7120,1168,16.4045
King,2260800,05/14/2022,1000,15,2,5021,955,19.0201
King,2260800,05/15/2022,687,17,2,3511,629,17.9151
King,2260800,05/16/2022,1717,16,1,9065,1584,17.4738
King,2260800,05/17/2022,1620,15,5,8440,1503,17.8081
King,2260800,05/18/2022,1435,13,2,7966,1332,16.7211
King,2260800,05/19/2022,1360,21,2,7712,1267,16.4289
King,2260800,05/20/2022,1216,22,1,7212,1134,15.7238
King,2260800,05/21/2022,932,6,5,4680,898,19.188
King,2260800,05/22/2022,643,12,4,3065,600,19.5759
King,2260800,05/23/2022,1724,18,3,9088,1614,17.7597
King,2260800,05/24/2022,1565,17,3,8174,1472,18.0083
King,2260800,05/25/2022,1500,17,2,7393,1401,18.9504
King,2260800,05/26/2022,1397,12,0,7573,1279,16.8889
King,2260800,05/27/2022,1231,13,6,6182,1146,18.5377
King,2260800,05/28/2022,877,16,3,4122,831,20.1601
King,2260800,05/29/2022,551,10,1,2763,506,18.3134
King,2260800,05/30/2022,397,11,2,2286,347,15.1794
King,2260800,05/31/2022,1875,15,1,9160,1752,19.1266
King,2260800,06/01/2022,1540,16,3,6957,1423,20.4542
King,2260800,06/02/2022,1353,13,4,7109,1282,18.0335
King,2260800,06/03/2022,1186,20,3,5979,1096,18.3308
King,2260800,06/04/2022,854,10,3,3997,803,20.0901
King,2260800,06/05/2022,601,20,1,2786,547,19.6339
King,2260800,06/06/2022,1351,14,2,7386,1249,16.9104
King,2260800,06/07/2022,1216,22,6,6249,1134,18.1469
King,2260800,06/08/2022,1228,21,2,6238,1143,18.3232
King,2260800,06/09/2022,1076,27,2,6202,1008,16.2528
King,2260800,06/10/2022,991,15,2,5283,908,17.1872
King,2260800,06/11/2022,728,18,2,3808,687,18.041
King,2260800,06/12/2022,515,17,3,2675,474,17.7196
King,2260800,06/13/2022,1327,18,2,7028,1236,17.5868
King,2260800,06/14/2022,1139,18,2,6091,1068,17.5341
King,2260800,06/15/2022,1215,11,2,6030,1143,18.9552
King,2260800,06/16/2022,987,14,2,5946,912,15.338
King,2260800,06/17/2022,1039,14,4,5604,991,17.6838
King,2260800,06/18/2022,918,15,3,4137,864,20.8847
King,2260800,06/19/2022,599,24,3,2744,550,20.0437
King,2260800,06/20/2022,1330,15,4,6462,1244,19.251
King,2260800,06/21/2022,1338,16,1,6045,1254,20.7444
King,2260800,06/22/2022,1289,14,3,5826,1221,20.9578
King,2260800,06/23/2022,1088,17,2,5658,1026,18.1336
King,2260800,06/24/2022,1055,25,4,5072,994,19.5978
King,2260800,06/25/2022,812,13,4,3505,776,22.1398
King,2260800,06/26/2022,533,25,7,2421,484,19.9917
King,2260800,06/27/2022,1329,25,3,5921,1272,21.4829
King,2260800,06/28/2022,1269,15,1,5436,1204,22.1486
King,2260800,06/29/2022,1231,18,1,5294,1163,21.9683
King,2260800,06/30/2022,1157,17,5,5363,1106,20.6228
King,2260800,07/01/2022,1058,12,4,4767,1001,20.9985
King,2260800,07/02/2022,787,25,3,3478,756,21.7366
King,2260800,07/03/2022,528,19,2,2566,493,19.2128
King,2260800,07/04/2022,343,21,0,1851,317,17.1259
King,2260800,07/05/2022,1601,23,7,6531,1534,23.488
King,2260800,07/06/2022,1227,21,2,5221,1177,22.5436
King,2260800,07/07/2022,1095,22,4,5002,1036,20.7117
King,2260800,07/08/2022,1060,27,3,4656,1002,21.5206
King,2260800,07/09/2022,742,8,3,3403,708,20.8052
King,2260800,07/10/2022,526,18,1,2405,487,20.2495
King,2260800,07/11/2022,1271,29,4,5667,1219,21.5105
King,2260800,07/12/2022,1110,19,2,4889,1052,21.5177
King,2260800,07/13/2022,1033,15,1,4754,988,20.7825
King,2260800,07/14/2022,948,19,0,4584,912,19.8953
King,2260800,07/15/2022,865,23,8,4200,835,19.881
King,2260800,07/16/2022,695,23,4,3133,669,21.3533
King,2260800,07/17/2022,487,15,3,2229,453,20.323
King,2260800,07/18/2022,1139,16,4,5484,1087,19.8213
King,2260800,07/19/2022,975,23,3,4684,928,19.8121
King,2260800,07/20/2022,900,20,5,4411,863,19.5647
King,2260800,07/21/2022,805,15,1,4295,761,17.7183
King,2260800,07/22/2022,794,11,3,4039,753,18.6432
King,2260800,07/23/2022,608,16,1,3024,580,19.1799
King,2260800,07/24/2022,441,13,2,2036,413,20.2849
King,2260800,07/25/2022,906,19,0,4826,870,18.0274
King,2260800,07/26/2022,843,17,4,4210,804,19.0974
King,2260800,07/27/2022,764,15,5,3741,724,19.3531
King,2260800,07/28/2022,689,14,4,4054,666,16.4282
King,2260800,07/29/2022,605,16,3,3387,577,17.0357
King,2260800,07/30/2022,499,18,3,2697,472,17.5009
King,2260800,07/31/2022,362,20,4,1903,337,17.7089
King,2260800,08/01/2022,740,13,4,4420,705,15.9502
King,2260800,08/02/2022,651,16,6,3882,635,16.3575
King,2260800,08/03/2022,645,18,4,3602,621,17.2404
King,2260800,08/04/2022,575,18,4,3807,535,14.0531
King,2260800,08/05/2022,556,19,2,3215,527,16.3919
King,2260800,08/06/2022,406,13,5,2474,398,16.0873
King,2260800,08/07/2022,334,15,3,1827,312,17.0772
King,2260800,08/08/2022,704,21,4,4233,666,15.7335
King,2260800,08/09/2022,591,15,3,3555,553,15.5556
King,2260800,08/10/2022,593,12,4,3518,572,16.2592
King,2260800,08/11/2022,540,18,6,3630,514,14.1598
King,2260800,08/12/2022,446,10,2,2884,429,14.8752
King,2260800,08/13/2022,366,13,4,2370,347,14.6414
King,2260800,08/14/2022,259,10,4,1726,240,13.905
King,2260800,08/15/2022,577,13,4,4036,549,13.6026
King,2260800,08/16/2022,511,12,3,3441,488,14.1819
King,2260800,08/17/2022,485,16,5,3324,463,13.929
King,2260800,08/18/2022,437,14,2,3454,422,12.2177
King,2260800,08/19/2022,378,14,1,2855,353,12.3643
King,2260800,08/20/2022,307,16,3,2294,296,12.9032
King,2260800,08/21/2022,234,10,3,1763,221,12.5355
King,2260800,08/22/2022,514,17,3,3692,494,13.3803
King,2260800,08/23/2022,451,8,1,3133,429,13.6929
King,2260800,08/24/2022,432,10,3,2843,413,14.5269
King,2260800,08/25/2022,373,4,4,3051,359,11.7666
King,2260800,08/26/2022,324,13,5,2542,307,12.0771
King,2260800,08/27/2022,273,9,7,2087,259,12.4102
King,2260800,08/28/2022,191,9,2,1551,173,11.1541
King,2260800,08/29/2022,428,10,3,3397,407,11.9812
King,2260800,08/30/2022,394,13,3,3227,372,11.5277
King,2260800,08/31/2022,387,15,4,2798,377,13.4739
King,2260800,09/01/2022,321,14,1,2749,304,11.0586
King,2260800,09/02/2022,350,11,1,2309,331,14.3352
King,2260800,09/03/2022,201,8,2,1620,191,11.7901
King,2260800,09/04/2022,184,8,2,1553,172,11.0753
King,2260800,09/05/2022,148,10,0,1503,135,8.982
King,2260800,09/06/2022,477,13,7,3738,456,12.199
King,2260800,09/07/2022,392,13,3,2079,374,17.9894
King,2260800,09/08/2022,313,12,2,2601,295,11.3418
King,2260800,09/09/2022,304,11,4,2370,278,11.73
King,2260800,09/10/2022,243,13,4,1784,228,12.7803
King,2260800,09/11/2022,206,8,2,1553,186,11.9768
King,2260800,09/12/2022,423,8,2,3384,408,12.0567
King,2260800,09/13/2022,357,14,3,2864,337,11.7668
King,2260800,09/14/2022,429,8,1,2710,403,14.8708
King,2260800,09/15/2022,312,9,0,2650,288,10.8679
King,2260800,09/16/2022,344,12,1,2412,333,13.806
King,2260800,09/17/2022,234,8,1,1944,231,11.8827
King,2260800,09/18/2022,168,13,1,1598,165,10.3254
King,2260800,09/19/2022,503,16,6,3675,485,13.1973
King,2260800,09/20/2022,466,10,4,3301,449,13.6019
King,2260800,09/21/2022,415,7,3,2751,399,14.5038
King,2260800,09/22/2022,361,9,3,3055,333,10.9002
King,2260800,09/23/2022,357,7,2,2515,338,13.4394
King,2260800,09/24/2022,269,11,2,1881,260,13.8224
King,2260800,09/25/2022,222,10,1,1716,217,12.6457
King,2260800,09/26/2022,496,22,2,3477,468,13.4599
King,2260800,09/27/2022,413,14,3,2890,394,13.6332
King,2260800,09/28/2022,375,12,2,2797,364,13.0139
King,2260800,09/29/2022,326,12,1,2685,314,11.6946
King,2260800,09/30/2022,303,12,4,2254,295,13.0878
King,2260800,10/01/2022,207,7,2,1660,197,11.8675
King,2260800,10/02/2022,168,7,4,1531,159,10.3854
King,2260800,10/03/2022,397,3,6,3021,378,12.5124
King,2260800,10/04/2022,323,5,3,2736,311,11.367
King,2260800,10/05/2022,285,6,2,2323,276,11.8812
King,2260800,10/06/2022,259,2,1,2313,251,10.8517
King,2260800,10/07/2022,222,6,0,1931,213,11.0306
King,2260800,10/08/2022,184,11,0,1596,179,11.2155
King,2260800,10/09/2022,126,5,2,1384,126,9.104
King,2260800,10/10/2022,318,11,1,2862,295,10.3075
King,2260800,10/11/2022,262,4,4,2495,245,9.8196
King,2260800,10/12/2022,263,4,2,2282,253,11.0868
King,2260800,10/13/2022,219,4,1,2226,204,9.1644
King,2260800,10/14/2022,213,5,1,1982,206,10.3935
King,2260800,10/15/2022,139,5,2,1434,135,9.4142
King,2260800,10/16/2022,128,4,0,1481,120,8.1026
King,2260800,10/17/2022,269,11,0,2788,251,9.0029
King,2260800,10/18/2022,247,4,5,2522,234,9.2784
King,2260800,10/19/2022,196,10,2,2029,173,8.5264
King,2260800,10/20/2022,126,6,2,1641,121,7.3736
King,2260800,10/21/2022,195,8,2,2068,184,8.8975
King,2260800,10/22/2022,132,4,1,1462,127,8.6867
King,2260800,10/23/2022,111,5,1,1464,109,7.4454
King,2260800,10/24/2022,224,7,3,2966,215,7.2488
King,2260800,10/25/2022,217,9,1,2723,208,7.6386
King,2260800,10/26/2022,188,5,1,2252,177,7.8597
King,2260800,10/27/2022,187,7,0,2338,166,7.1001
King,2260800,10/28/2022,157,5,0,1937,150,7.7439
King,2260800,10/29/2022,143,6,0,1409,136,9.6522
King,2260800,10/30/2022,95,6,0,1535,88,5.7329
King,2260800,10/31/2022,195,8,1,2757,182,6.6014
King,2260800,11/01/2022,193,5,0,2432,186,7.648
King,2260800,11/02/2022,182,9,1,2224,177,7.9586
King,2260800,11/03/2022,145,6,2,1945,136,6.9923
King,2260800,11/04/2022,135,14,0,1804,128,7.0953
King,2260800,11/05/2022,95,5,0,1234,95,7.6985
King,2260800,11/06/2022,102,1,0,515,104,20.1942
King,2260800,11/07/2022,57,0,0,68,67,98.5294
King,2260800,,177,167,0,,,
